,Close,ARIMA,SARIMAX,Prophet,LSTM_pred,LSTM_future
2012-07-11,30.96999931335449,,,27.99224306225956,,
2012-07-12,30.809999465942383,,,28.20235096401245,,
2012-07-13,30.71999931335449,,,28.35446958884704,,
2012-07-16,28.25,,,28.575765648292425,,
2012-07-17,28.09000015258789,,,28.965925189801624,,
2012-07-18,29.11000061035156,,,29.15971706397883,,
2012-07-19,29.0,,,29.226148668519237,,
2012-07-20,28.76000022888184,,,29.223116077017195,,
2012-07-23,28.75,,,28.93110599714435,,
2012-07-24,28.450000762939453,,,29.142420358497816,,
2012-07-25,29.34000015258789,,,29.15804598182244,,
2012-07-26,26.850000381469727,,,29.04987753462529,,
2012-07-27,23.709999084472656,,,28.8787207892708,,
2012-07-30,23.14999961853028,,,28.149313288648028,,
2012-07-31,21.709999084472656,,,28.245763048743257,,
2012-08-01,20.8799991607666,,,28.165704384168528,,
2012-08-02,20.040000915527344,,,27.98278963236485,,
2012-08-03,21.09000015258789,,,27.75920260345206,,
2012-08-06,21.920000076293945,,,27.01375815259128,,
2012-08-07,20.71999931335449,,,27.152100660656227,,
2012-08-08,20.71999931335449,,,27.136448733230928,,
2012-08-09,21.01000022888184,,,27.03909180268206,,
2012-08-10,21.809999465942383,,,26.92041008696776,,
2012-08-13,21.600000381469727,,,26.58185589621932,,
2012-08-14,20.3799991607666,,,26.876952800119227,,
2012-08-15,21.200000762939453,,,27.023201369374902,,
2012-08-16,19.8700008392334,,,27.08940820397884,,
2012-08-17,19.049999237060547,,,27.13241379358977,,
2012-08-20,20.01000022888184,,,27.232948484906306,,
2012-08-21,19.15999984741211,,,27.648243805769287,,
2012-08-22,19.440000534057617,,,27.89679182702763,,
2012-08-23,19.440000534057617,,,28.044999975270517,,
2012-08-24,19.40999984741211,,,28.14771010364741,,
2012-08-27,19.14999961853028,,,28.280401407912517,,
2012-08-28,19.34000015258789,,,28.655483602545992,,
2012-08-29,19.100000381469727,,,28.83864144078812,,
2012-08-30,19.09000015258789,,,28.89720664917349,,
2012-08-31,18.059999465942383,,,28.892043580429025,,
2012-09-04,17.729999542236328,,,28.782577797788115,,
2012-09-05,18.57999992370605,,,28.77871227020477,,
2012-09-06,18.959999084472656,,,28.643552762229373,,
2012-09-07,18.979999542236328,,,28.436803473598356,,
2012-09-10,18.809999465942383,,,27.53992199734481,,
2012-09-11,19.43000030517578,,,27.557997426493223,,
2012-09-12,20.93000030517578,,,27.387520029124143,,
2012-09-13,20.709999084472656,,,27.10193324274509,,
2012-09-14,22.0,,,26.76339265336812,,
2012-09-17,21.520000457763672,,,25.60198297151906,,
2012-09-18,21.8700008392334,,,25.579827605730205,,
2012-09-19,23.290000915527344,,,25.394197827386733,,
2012-09-20,22.59000015258789,,,25.118557562348258,,
2012-09-21,22.86000061035156,,,24.81466489108624,,
2012-09-24,20.790000915527344,,,23.895589323835114,,
2012-09-25,20.280000686645508,,,23.99532515566361,,
2012-09-26,20.6200008392334,,,23.948889516586974,,
2012-09-27,20.31999969482422,,,23.82743492664156,,
2012-09-28,21.65999984741211,,,23.69023246825772,,
2012-10-01,21.989999771118164,,,23.31975130536075,,
2012-10-02,22.270000457763672,,,23.60947753740527,,
2012-10-03,21.82999992370605,,,23.75212116101193,,
2012-10-04,21.950000762939453,,,23.81626818062133,,
2012-10-05,20.90999984741211,,,23.85875370316679,,
2012-10-08,20.39999961853028,,,23.97008709795971,,
2012-10-09,20.229999542236328,,,24.39511155591742,,
2012-10-10,19.63999938964844,,,24.657866589906167,,
2012-10-11,19.75,,,24.825789192145905,,
2012-10-12,19.520000457763672,,,24.954820631836636,,
2012-10-15,19.520000457763672,,,25.21728027166825,,
2012-10-16,19.479999542236328,,,25.65602764330501,,
2012-10-17,19.8799991607666,,,25.914520226939143,,
2012-10-18,18.979999542236328,,,26.060722790966587,,
2012-10-19,19.0,,,26.1512994888067,,
2012-10-22,19.31999969482422,,,26.20779927564404,,
2012-10-23,19.5,,,26.55170756272472,,
2012-10-24,23.229999542236328,,,26.704584721117303,,
2012-10-25,22.559999465942383,,,26.735935105038763,,
2012-10-26,21.940000534057617,,,26.704038150980992,,
2012-10-31,21.11000061035156,,,26.590341578384063,,
2012-11-01,21.209999084472656,,,26.48952793905035,,
2012-11-02,21.18000030517578,,,26.329859757398264,,
2012-11-05,21.25,,,25.64894214742601,,
2012-11-06,21.170000076293945,,,25.762070166322857,,
2012-11-07,20.46999931335449,,,25.696698362365108,,
2012-11-08,19.989999771118164,,,25.525105934310897,,
2012-11-09,19.209999084472656,,,25.30814262520105,,
2012-11-12,20.06999969482422,,,24.54244221145797,,
2012-11-13,19.86000061035156,,,24.65740130421685,,
2012-11-14,22.36000061035156,,,24.60889511275552,,
2012-11-15,22.170000076293945,,,24.46885746659436,,
2012-11-16,23.559999465942383,,,24.297563348141686,,
2012-11-19,22.920000076293945,,,23.74443974727633,,
2012-11-20,23.100000381469727,,,23.951346691106437,,
2012-11-21,24.31999969482422,,,24.00280189288533,,
2012-11-23,24.0,,,23.908246039249317,,
2012-11-26,25.940000534057617,,,23.692756067959564,,
2012-11-27,26.14999961853028,,,24.00728032945915,,
2012-11-28,26.36000061035156,,,24.160483137030734,,
2012-11-29,27.31999969482422,,,24.220601588225552,,
2012-11-30,28.0,,,24.244215824962936,,
2012-12-03,27.040000915527344,,,24.20886614922568,,
2012-12-04,27.459999084472656,,,24.55520715283995,,
2012-12-05,27.709999084472656,,,24.724823604951357,,
2012-12-06,26.96999931335449,,,24.785634308499024,,
2012-12-07,27.489999771118164,,,24.79422476073073,,
2012-12-10,27.84000015258789,,,24.624493181136536,,
2012-12-11,27.979999542236328,,,24.89953542756719,,
2012-12-12,27.57999992370605,,,24.986981377104943,,
2012-12-13,28.239999771118164,,,24.956575159983608,,
2012-12-14,26.809999465942383,,,24.866945542505395,,
2012-12-17,26.75,,,24.38334509852757,,
2012-12-18,27.709999084472656,,,24.555419757359797,,
2012-12-19,27.40999984741211,,,24.54480173518464,,
2012-12-20,27.36000061035156,,,24.423596261277044,,
2012-12-21,26.26000022888184,,,24.252662482998986,,
2012-12-24,26.93000030517578,,,23.6014247834189,,
2012-12-26,26.51000022888184,,,23.729293791338545,,
2012-12-27,26.049999237060547,,,23.617430810957345,,
2012-12-28,25.90999984741211,,,23.473614987965792,,
2012-12-31,26.6200008392334,,,23.00639850880822,,
2013-01-02,28.0,,,23.33216808398809,,
2013-01-03,27.770000457763672,,,23.33700456077164,,
2013-01-04,28.76000022888184,,,23.31894470548366,,
2013-01-07,29.420000076293945,,,23.25934052469691,,
2013-01-08,29.059999465942383,,,23.63600059313154,,
2013-01-09,30.59000015258789,,,23.85667249331671,,
2013-01-10,31.299999237060547,,,23.989634588331604,,
2013-01-11,31.71999931335449,,,24.091446079844083,,
2013-01-14,30.950000762939453,,,24.3218172282436,,
2013-01-15,30.100000381469727,,,24.766564197085657,,
2013-01-16,29.850000381469727,,,25.039144719063263,,
2013-01-17,30.13999938964844,,,25.207220064303204,,
2013-01-18,29.65999984741211,,,25.327092861221463,,
2013-01-22,30.729999542236328,,,25.91111185143513,,
2013-01-23,30.81999969482422,,,26.124695556075032,,
2013-01-24,31.07999992370605,,,26.222091800907,,
2013-01-25,31.540000915527344,,,26.26137600912044,,
2013-01-28,32.470001220703125,,,26.164604615975183,,
2013-01-29,30.790000915527344,,,26.463057837203845,,
2013-01-30,31.239999771118164,,,26.576017984097334,,
2013-01-31,30.979999542236328,,,26.57453934822502,,
2013-02-01,29.729999542236328,,,26.51833624081882,,
2013-02-04,28.11000061035156,,,26.168548999687623,,
2013-02-05,28.63999938964844,,,26.39690262345734,,
2013-02-06,29.049999237060547,,,26.447725072748558,,
2013-02-07,28.64999961853028,,,26.392140659360216,,
2013-02-08,28.549999237060547,,,26.289649857987666,,
2013-02-11,28.26000022888184,,,25.84188846583345,,
2013-02-12,27.3700008392334,,,26.04810577454421,,
2013-02-13,27.90999984741211,,,26.080072691544714,,
2013-02-14,28.5,,,26.007557829357125,,
2013-02-15,28.31999969482422,,,25.888658873342514,,
2013-02-19,28.93000030517578,,,25.55968567863789,,
2013-02-20,28.459999084472656,,,25.55849303550095,,
2013-02-21,27.280000686645508,,,25.44654738560677,,
2013-02-22,27.1299991607666,,,25.281461576079685,,
2013-02-25,27.270000457763672,,,24.593949442662357,,
2013-02-26,27.38999938964844,,,24.69989771619106,,
2013-02-27,26.8700008392334,,,24.62096001189623,,
2013-02-28,27.25,,,24.42731473334103,,
2013-03-01,27.780000686645508,,,24.177936760155227,,
2013-03-04,27.71999931335449,,,23.23830390154074,,
2013-03-05,27.520000457763672,,,23.26651604905878,,
2013-03-06,27.450000762939453,,,23.1161701650398,,
2013-03-07,28.57999992370605,,,22.8593395908685,,
2013-03-08,27.959999084472656,,,22.556819329978268,,
2013-03-11,28.13999938964844,,,21.534136735521933,,
2013-03-12,27.82999992370605,,,21.56451644242688,,
2013-03-13,27.07999992370605,,,21.432847931986643,,
2013-03-14,27.040000915527344,,,21.211732671197574,,
2013-03-15,26.64999961853028,,,20.962187886303436,,
2013-03-18,26.489999771118164,,,20.19952592426816,,
2013-03-19,26.549999237060547,,,20.347929844822502,,
2013-03-20,25.86000061035156,,,20.34807787430036,,
2013-03-21,25.739999771118164,,,20.27106696548401,,
2013-03-22,25.729999542236328,,,20.176204905142438,,
2013-03-25,25.1299991607666,,,19.921722024120804,,
2013-03-26,25.209999084472656,,,20.247336724688147,,
2013-03-27,26.09000015258789,,,20.425092164652305,,
2013-03-28,25.57999992370605,,,20.524031953837465,,
2013-04-01,25.530000686645508,,,20.824957931409777,,
2013-04-02,25.420000076293945,,,21.29201102602665,,
2013-04-03,26.25,,,21.600397266866835,,
2013-04-04,27.06999969482422,,,21.81839869937965,,
2013-04-05,27.38999938964844,,,22.002854274389264,,
2013-04-08,26.850000381469727,,,22.47331721355419,,
2013-04-09,26.59000015258789,,,22.99870594258537,,
2013-04-10,27.56999969482422,,,23.3542439659884,,
2013-04-11,28.020000457763672,,,23.608949135504737,,
2013-04-12,27.39999961853028,,,23.82051674886891,,
2013-04-15,26.520000457763672,,,24.324467861480464,,
2013-04-16,26.920000076293945,,,24.84845449830972,,
2013-04-17,26.6299991607666,,,25.197965807098463,,
2013-04-18,25.690000534057617,,,25.44293397992586,,
2013-04-19,25.729999542236328,,,25.64188129548249,,
2013-04-22,25.96999931335449,,,26.09726881980544,,
2013-04-23,25.979999542236328,,,26.603065023385515,,
2013-04-24,26.11000061035156,,,26.93383493635474,,
2013-04-25,26.13999938964844,,,27.159586252833414,,
2013-04-26,26.850000381469727,,,27.33879861662168,,
2013-04-29,26.979999542236328,,,27.72998606105808,,
2013-04-30,27.770000457763672,,,28.211733025898905,,
2013-05-01,27.43000030517578,,,28.51653455924613,,
2013-05-02,28.96999931335449,,,28.714028036121054,,
2013-05-03,28.309999465942383,,,28.862345538296864,,
2013-05-06,27.56999969482422,,,29.142324389027277,,
2013-05-07,26.88999938964844,,,29.58030632899452,,
2013-05-08,27.1200008392334,,,29.837970996394063,,
2013-05-09,27.040000915527344,,,29.985100701020954,,
2013-05-10,26.68000030517578,,,30.080082984358956,,
2013-05-13,26.81999969482422,,,30.186360667288938,,
2013-05-14,27.06999969482422,,,30.56371851360437,,
2013-05-15,26.600000381469727,,,30.760502675112377,,
2013-05-16,26.1299991607666,,,30.847233433787288,,
2013-05-17,26.25,,,30.88305826198985,,
2013-05-20,25.76000022888184,,,30.826791035546293,,
2013-05-21,25.65999984741211,,,31.157247729504757,,
2013-05-22,25.15999984741211,,,31.31176071449419,,
2013-05-23,25.059999465942383,,,31.36131113783579,,
2013-05-24,24.309999465942383,,,31.3654002823016,,
2013-05-28,24.100000381469727,,,31.57004807258065,,
2013-05-29,23.31999969482422,,,31.721222691266533,,
2013-05-30,24.549999237060547,,,31.77254405404313,,
2013-05-31,24.350000381469727,,,31.78309433497972,,
2013-06-03,23.850000381469727,,,31.708477330662756,,
2013-06-04,23.520000457763672,,,32.05009502398067,,
2013-06-05,22.89999961853028,,,32.22316897545385,,
2013-06-06,22.96999931335449,,,32.29781989627892,,
2013-06-07,23.290000915527344,,,32.332656511845464,,
2013-06-10,24.32999992370605,,,32.33305621151182,,
2013-06-11,24.030000686645508,,,32.69967246471203,,
2013-06-12,23.770000457763672,,,32.89763682486056,,
2013-06-13,23.729999542236328,,,32.997165146812854,,
2013-06-14,23.6299991607666,,,33.05706022347379,,
2013-06-17,24.020000457763672,,,33.13689919728745,,
2013-06-18,24.209999084472656,,,33.53276941418237,,
2013-06-19,24.309999465942383,,,33.76212375737762,,
2013-06-20,23.89999961853028,,,33.89561953402404,,
2013-06-21,24.530000686645508,,,33.99245885005896,,
2013-06-24,23.940000534057617,,,34.20379826719488,,
2013-06-25,24.25,,,34.65076011216848,,
2013-06-26,24.15999984741211,,,34.93466259253158,,
2013-06-27,24.65999984741211,,,35.12581133948707,,
2013-06-28,24.8799991607666,,,35.28287732357776,,
2013-07-01,24.809999465942383,,,35.6823160598114,,
2013-07-02,24.40999984741211,,,36.190921679697375,,
2013-07-03,24.520000457763672,,,36.533800639353856,,
2013-07-05,24.3700008392334,,,36.98604814402193,,
2013-07-08,24.709999084472656,,,37.48332089284622,,
2013-07-09,25.479999542236328,,,38.00288615016071,,
2013-07-10,25.799999237060547,,,38.34359230564976,,
2013-07-11,25.809999465942383,,,38.57313066948717,,
2013-07-12,25.90999984741211,,,38.74769273733664,,
2013-07-15,26.280000686645508,,,39.0530092311724,,
2013-07-16,26.31999969482422,,,39.57668476102504,,
2013-07-17,26.64999961853028,,,39.9058396388412,,
2013-07-18,26.18000030517578,,,40.109073361240725,,
2013-07-19,25.8799991607666,,,40.24382851849767,,
2013-07-22,26.049999237060547,,,40.36605865183799,,
2013-07-23,26.1299991607666,,,40.71396952857299,,
2013-07-24,26.51000022888184,,,40.8645522392809,,
2013-07-25,34.36000061035156,,,40.889181515651885,,
2013-07-26,34.0099983215332,,,40.84817211061794,,
2013-07-29,35.43000030517578,,,40.4890624756523,,
2013-07-30,37.630001068115234,,,40.70110972663966,,
2013-07-31,36.79999923706055,,,40.73234767483761,,
2013-08-01,37.4900016784668,,,40.65631891343368,,
2013-08-02,38.04999923706055,,,40.53518398271625,,
2013-08-05,39.18999862670898,,,40.07158651922793,,
2013-08-06,38.54999923706055,,,40.29617345631228,,
2013-08-07,38.869998931884766,,,40.3635165795691,,
2013-08-08,38.540000915527344,,,40.34637605520318,,
2013-08-09,38.5,,,40.30566351782892,,
2013-08-12,38.220001220703125,,,40.19352869995178,,
2013-08-13,37.02000045776367,,,40.56374195040562,,
2013-08-14,36.650001525878906,,,40.786022274030245,,
2013-08-15,36.560001373291016,,,40.92981842195891,,
2013-08-16,37.08000183105469,,,41.0525847042052,,
2013-08-19,37.810001373291016,,,41.410879128903545,,
2013-08-20,38.40999984741211,,,41.91976191474319,,
2013-08-21,38.31999969482422,,,42.26629823056066,,
2013-08-22,38.54999923706055,,,42.5171081046572,,
2013-08-23,40.54999923706055,,,42.72715402964511,,
2013-08-26,41.34000015258789,,,43.21004933024317,,
2013-08-27,39.63999938964844,,,43.7107314133194,,
2013-08-28,40.54999923706055,,,44.02343531752177,,
2013-08-29,41.27999877929688,,,44.21508177286592,,
2013-08-30,41.290000915527344,,,44.34143477430959,,
2013-09-03,41.869998931884766,,,44.77722648331667,,
2013-09-04,41.77999877929688,,,44.91134931195808,,
2013-09-05,42.65999984741211,,,44.91355527546582,,
2013-09-06,43.95000076293945,,,44.84291631084558,,
2013-09-09,44.040000915527344,,,44.3409894958895,,
2013-09-10,43.59999847412109,,,44.48454131043893,,
2013-09-11,45.040000915527344,,,44.43574162403964,,
2013-09-12,44.75,,,44.26771029792024,,
2013-09-13,44.310001373291016,,,44.042355109172746,,
2013-09-16,42.5099983215332,,,43.192989276734025,,
2013-09-17,45.06999969482422,,,43.265643986356416,,
2013-09-18,45.22999954223633,,,43.17039718799134,,
2013-09-19,45.97999954223633,,,42.98092533970984,,
2013-09-20,47.4900016784668,,,42.75926313626274,,
2013-09-23,47.18999862670898,,,42.06683080735629,,
2013-09-24,48.45000076293945,,,42.23684011596392,,
2013-09-25,49.459999084472656,,,42.25882264865282,,
2013-09-26,50.38999938964844,,,42.20442800564651,,
2013-09-27,51.2400016784668,,,42.13343069876718,,
2013-09-30,50.22999954223633,,,41.961392058074566,,
2013-10-01,50.41999816894531,,,42.31878107979969,,
2013-10-02,50.27999877929688,,,42.53056884414507,,
2013-10-03,49.18000030517578,,,42.66572620000725,,
2013-10-04,51.040000915527344,,,42.78143396333346,,
2013-10-07,50.52000045776367,,,43.12851343496241,,
2013-10-08,47.13999938964844,,,43.63818665420378,,
2013-10-09,46.77000045776367,,,43.9888602422606,,
2013-10-10,49.04999923706055,,,44.24804334205428,,
2013-10-11,49.11000061035156,,,44.47170444130022,,
2013-10-14,49.5099983215332,,,45.03790694624677,,
2013-10-15,49.5,,,45.58420546831684,,
2013-10-16,51.13999938964844,,,45.95315645909944,,
2013-10-17,52.209999084472656,,,46.21253193244456,,
2013-10-18,54.220001220703125,,,46.41877697295502,,
2013-10-21,53.84999847412109,,,46.83473540442234,,
2013-10-22,52.68000030517578,,,47.30168723395558,,
2013-10-23,51.900001525878906,,,47.57872328557119,,
2013-10-24,52.45000076293945,,,47.73503641476023,,
2013-10-25,51.95000076293945,,,47.82858967847624,,
2013-10-28,50.22999954223633,,,47.86497383601594,,
2013-10-29,49.400001525878906,,,48.197241384952775,,
2013-10-30,49.0099983215332,,,48.338415366618186,,
2013-10-31,50.209999084472656,,,48.35943393270895,,
2013-11-01,49.75,,,48.319984729842254,,
2013-11-04,48.220001220703125,,,47.98769129661251,,
2013-11-05,50.11000061035156,,,48.21235826027481,,
2013-11-06,49.119998931884766,,,48.25593556075341,,
2013-11-07,47.560001373291016,,,48.19059948177284,,
2013-11-08,47.52999877929688,,,48.07713387417645,,
2013-11-11,46.20000076293945,,,47.60531109423356,,
2013-11-12,46.61000061035156,,,47.81287691968527,,
2013-11-13,48.709999084472656,,,47.85449947581156,,
2013-11-14,48.9900016784668,,,47.80229380034026,,
2013-11-15,49.0099983215332,,,47.71675561177208,,
2013-11-18,45.83000183105469,,,47.411186614329296,,
2013-11-19,46.36000061035156,,,47.6984404671037,,
2013-11-20,46.43000030517578,,,47.8297494086928,,
2013-11-21,46.70000076293945,,,47.87566155014461,,
2013-11-22,46.22999954223633,,,47.89494430693485,,
2013-11-25,44.81999969482422,,,47.92492198950482,,
2013-11-26,45.88999938964844,,,48.32427940465623,,
2013-11-27,46.4900016784668,,,48.564359729605,,
2013-11-29,47.0099983215332,,,48.82902601530452,,
2013-12-02,47.060001373291016,,,49.08569578822984,,
2013-12-03,46.72999954223633,,,49.53520421157022,,
2013-12-04,48.619998931884766,,,49.810865510142186,,
2013-12-05,48.34000015258789,,,49.98048470242645,,
2013-12-06,47.93999862670898,,,50.100473364636535,,
2013-12-09,48.84000015258789,,,50.27789817098444,,
2013-12-10,50.25,,,50.6718754908508,,
2013-12-11,49.380001068115234,,,50.87921217462243,,
2013-12-12,51.83000183105469,,,50.969217014139616,,
2013-12-13,53.31999969482422,,,51.00006665649944,,
2013-12-16,53.810001373291016,,,50.87374438988165,,
2013-12-17,54.86000061035156,,,51.16205792187072,,
2013-12-18,55.56999969482422,,,51.26557990514016,,
2013-12-19,55.04999923706055,,,51.25606912518517,,
2013-12-20,55.119998931884766,,,51.19408780668318,,
2013-12-23,57.77000045776367,,,50.851166892579485,,
2013-12-24,57.959999084472656,,,51.09414161375141,,
2013-12-26,57.72999954223633,,,51.14609684317665,,
2013-12-27,55.43999862670898,,,51.08902587981311,,
2013-12-30,53.709999084472656,,,50.86660611537733,,
2013-12-31,54.650001525878906,,,51.183364308662966,,
2014-01-02,54.709999084472656,,,51.42657279153484,,
2014-01-03,54.560001373291016,,,51.48359380995362,,
2014-01-06,57.20000076293945,,,51.65180290864181,,
2014-01-07,57.91999816894531,,,52.1067925719835,,
2014-01-08,58.22999954223633,,,52.40768933059651,,
2014-01-09,57.220001220703125,,,52.62313073735163,,
2014-01-10,57.93999862670898,,,52.809983727840894,,
2014-01-13,55.90999984741211,,,53.31303561582643,,
2014-01-14,57.7400016784668,,,53.85493125300985,,
2014-01-15,57.59999847412109,,,54.22782142266564,,
2014-01-16,57.18999862670898,,,54.49928785456807,,
2014-01-17,56.29999923706055,,,54.72549112308224,,
2014-01-21,58.5099983215332,,,55.7595046987432,,
2014-01-22,57.5099983215332,,,56.090207582573335,,
2014-01-23,56.630001068115234,,,56.30585411059664,,
2014-01-24,54.45000076293945,,,56.464139063344085,,
2014-01-27,53.54999923706055,,,56.725173833850505,,
2014-01-28,55.13999938964844,,,57.14203210731852,,
2014-01-29,53.52999877929688,,,57.37247962730259,,
2014-01-30,61.08000183105469,,,57.48734194129724,,
2014-01-31,62.56999969482422,,,57.54615398798397,,
2014-02-03,61.47999954223633,,,57.532466516230514,,
2014-02-04,62.75,,,57.869814976653885,,
2014-02-05,62.18999862670898,,,58.02821744973617,,
2014-02-06,62.15999984741211,,,58.07893371307711,,
2014-02-07,64.31999969482422,,,58.08164116448468,,
2014-02-10,63.54999923706055,,,57.72703244651102,,
2014-02-11,64.8499984741211,,,57.96369418931751,,
2014-02-12,64.44999694824219,,,58.02624761501126,,
2014-02-13,67.33000183105469,,,57.98472161807973,,
2014-02-14,67.08999633789062,,,57.8974571016732,,
2014-02-18,67.30000305175781,,,57.70530160922692,,
2014-02-19,68.05999755859375,,,57.74148795007292,,
2014-02-20,69.62999725341797,,,57.66826561868235,,
2014-02-21,68.58999633789062,,,57.54319341232444,,
2014-02-24,70.77999877929688,,,56.982140192453365,,
2014-02-25,69.8499984741211,,,57.13169752810907,,
2014-02-26,69.26000213623047,,,57.09665016448735,,
2014-02-27,68.94000244140625,,,56.9468583206198,,
2014-02-28,68.45999908447266,,,56.74095578202331,,
2014-03-03,67.41000366210938,,,55.925908035094686,,
2014-03-04,68.80000305175781,,,55.992519749077125,,
2014-03-05,71.56999969482422,,,55.878454531203104,,
2014-03-06,70.83999633789062,,,55.65549300329246,,
2014-03-07,69.80000305175781,,,55.38417507360486,,
2014-03-10,72.02999877929688,,,54.43724476974205,,
2014-03-11,70.0999984741211,,,54.48657073795468,,
2014-03-12,70.87999725341797,,,54.37066267819859,,
2014-03-13,68.83000183105469,,,54.16218987991097,,
2014-03-14,67.72000122070312,,,53.92229481130072,,
2014-03-17,68.73999786376953,,,53.17267250307767,,
2014-03-18,69.19000244140625,,,53.32103319519564,,
2014-03-19,68.23999786376953,,,53.31949350405634,,
2014-03-20,66.97000122070312,,,53.23952142384473,,
2014-03-21,67.23999786376953,,,53.14081163436237,,
2014-03-24,64.0999984741211,,,52.8733945975429,,
2014-03-25,64.88999938964844,,,53.19550519711262,,
2014-03-26,60.38999938964844,,,53.370749055610375,,
2014-03-27,60.970001220703125,,,53.46848055672105,,
2014-03-28,60.0099983215332,,,53.54632361996058,,
2014-03-31,60.2400016784668,,,53.78245994052436,,
2014-04-01,62.619998931884766,,,54.25807565586603,,
2014-04-02,62.720001220703125,,,54.57731214173303,,
2014-04-03,59.4900016784668,,,54.80845672969302,,
2014-04-04,56.75,,,55.00831049339018,,
2014-04-07,56.95000076293945,,,55.53756840052341,,
2014-04-08,58.18999862670898,,,56.08629684330924,,
2014-04-09,62.40999984741211,,,56.46676148731362,,
2014-04-10,59.15999984741211,,,56.747790133657446,,
2014-04-11,58.52999877929688,,,56.98688356401607,,
2014-04-14,58.88999938964844,,,57.57873737717711,,
2014-04-15,59.09000015258789,,,58.13322589163255,,
2014-04-16,59.720001220703125,,,58.51359556853584,,
2014-04-17,58.93999862670898,,,58.7896649989158,,
2014-04-21,61.2400016784668,,,59.56944308850546,,
2014-04-22,63.02999877929688,,,60.106731556245485,,
2014-04-23,61.36000061035156,,,60.469075177943616,,
2014-04-24,60.869998931884766,,,60.72652901191865,,
2014-04-25,57.709999084472656,,,60.93763331679658,,
2014-04-28,56.13999938964844,,,61.42634975323735,,
2014-04-29,58.150001525878906,,,61.941469103787234,,
2014-04-30,59.77999877929688,,,62.2801848834976,,
2014-05-01,61.150001525878906,,,62.5121852397479,,
2014-05-02,60.459999084472656,,,62.69563791951399,,
2014-05-05,61.220001220703125,,,63.08487178001692,,
2014-05-06,58.52999877929688,,,63.56047940276148,,
2014-05-07,57.38999938964844,,,63.85628291293081,,
2014-05-08,56.7599983215332,,,64.04198008818732,,
2014-05-09,57.2400016784668,,,64.1758560800443,,
2014-05-12,59.83000183105469,,,64.39953768709748,,
2014-05-13,59.83000183105469,,,64.815813041792,,
2014-05-14,59.22999954223633,,,65.0511673262887,,
2014-05-15,57.91999816894531,,,65.17598023164386,,
2014-05-16,58.02000045776367,,,65.24926614055724,,
2014-05-19,59.209999084472656,,,65.3005149893832,,
2014-05-20,58.560001373291016,,,65.66489300110447,,
2014-05-21,60.4900016784668,,,65.8522720854718,,
2014-05-22,60.52000045776367,,,65.93360917361986,,
2014-05-23,61.34999847412109,,,65.96840450449471,,
2014-05-27,63.47999954223633,,,66.28581324532485,,
2014-05-28,63.5099983215332,,,66.46301056509749,,
2014-05-29,63.83000183105469,,,66.5396762304952,,
2014-05-30,63.29999923706055,,,66.57500137009622,,
2014-06-02,63.08000183105469,,,66.57238643234047,,
2014-06-03,62.869998931884766,,,66.93756851626462,,
2014-06-04,63.34000015258789,,,67.13413113520936,,
2014-06-05,63.18999862670898,,,67.23225785795799,,
2014-06-06,62.5,,,67.29060180883604,,
2014-06-09,62.880001068115234,,,67.3618542259677,,
2014-06-10,65.7699966430664,,,67.75214374530104,,
2014-06-11,65.77999877929688,,,67.97373459710498,,
2014-06-12,64.29000091552734,,,68.09677387769574,,
2014-06-13,64.5,,,68.1799840071149,,
